customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
5372-VMTXR,2023-12-20,Referral,2024-12-19,Premium,,,,19.88,1787.0,58,0,Kavya,India,Haryana,Female,2000-09-21,2026-03-27,N,74.0,1.0
0376-GQMHI,2022-07-01,Organic,2022-07-31,Premium,Monthly,,,23.69,1204.0,48,0,Vivaan,India,Karnataka,Male,1981-02-26,2024-12-18,N,65.0,1.0
0805-GUAVI,2024-10-08,Paid,2024-11-07,Standard,Monthly,,,13.04,749.0,60,0,Ishita,Nepal,Kathmandu,Male,2002-02-02,2024-07-10,N,95.0,1.0
8082-GVOWB,2026-05-08,Organic,2026-06-07,Standard,Monthly,2026-05-21,Not Enough Content,14.79,1476.0,7,1,Meera,India,Uttar Pradesh,Female,2005-02-22,,,,
7978-HJBYQ,2021-01-17,Paid,2021-02-16,Basic,Monthly,2023-07-26,Service Quality,4.99,275.0,32,1,Karan,India,Meghalaya,Female,2004-11-23,2026-02-16,Y,79.0,3.0
9808-OEILD,2024-05-11,Organic,2024-06-10,Basic,Monthly,2025-04-03,Switched To Competitor,5.75,203.0,60,1,Riya,India,Tamil Nadu,Female,2008-05-27,2026-01-09,N,31.0,3.0
9315-YOPSR,2021-01-20,Paid,2022-01-20,Basic,Annual,,,6.68,508.0,29,0,Rahul,India,Telangana,Female,1996-02-27,2024-11-11,N,20.0,2.0
0649-NUUPX,2025-07-19,Paid,2025-08-18,Standard,Monthly,,,16.34,1267.0,54,0,Rohan,India,Haryana,Male,2002-09-14,2026-05-13,Y,54.0,1.0
5871-JLRXF,2023-08-13,Paid,2024-08-12,Standard,Annual,,,12.28,1219.0,80,0,Priya,India,Kerala,Male,1993-02-12,2024-06-28,Y,64.0,2.0
2951-QTKQA,2023-10-10,Paid,2023-11-09,Standard,Monthly,2024-07-07,Poor Streaming Quality,12.65,679.0,90,1,Vivaan,India,Meghalaya,Male,1970-06-23,2026-03-27,N,13.0,2.0
2934-YOWFH,2022-06-09,Organic,2023-06-09,Standard,Annual,,,14.72,1155.0,3,0,Ananya,India,Maharashtra,Male,1973-10-07,2025-10-13,N,30.0,2.0
9748-ZWIUL,2024-09-18,Organic,2024-10-18,Standard,Monthly,2026-09-01,Poor Support,14.85,915.0,30,1,Aditya,India,Meghalaya,Female,1984-11-14,2023-09-03,N,47.0,2.0
8442-WLHZL,2022-12-31,Paid,2023-01-30,Basic,Monthly,2026-03-31,Switched To Competitor,5.96,314.0,95,1,Ananya,India,Tamil Nadu,Female,1997-05-04,,,,
4329-RYDZK,2022-07-25,Paid,2023-07-25,Standard,Annual,,,12.68,,80,0,Rahul,India,Tamil Nadu,Female,1986-06-25,2025-04-21,N,88.0,2.0
0279-IMROD,2021-10-16,Organic,2022-10-16,Standard,Annual,,,16.52,812.0,87,0,Nisha,India,Karnataka,Male,2010-07-12,2025-08-01,Y,85.0,2.0
4894-GHSUE,2022-01-11,Organic,2023-01-11,Premium,Annual,,,23.27,1244.0,31,0,Rohan,India,Rajasthan,Female,1999-04-15,,,,
6032-KISGT,2021-01-13,Paid,2021-02-12,Standard,Monthly,,,14.01,607.0,87,0,Amit,India,Gujarat,Female,1986-05-01,,,,
4021-CUWOS,2026-05-26,Organic,2026-06-25,Premium,Monthly,,,23.38,2138.0,85,0,Ananya,India,Nagaland,Male,1992-05-30,2023-06-30,N,29.0,1.0
1495-IJTJS,2022-01-09,Referral,2022-02-08,Standard,Monthly,,,10.91,1076.0,2,0,Aditya,India,Karnataka,Female,1996-01-08,2026-04-26,Y,12.0,1.0
3084-PFOCT,2021-09-23,Organic,2021-10-23,Basic,Monthly,,,6.23,657.0,49,0,Kavya,India,Delhi,Male,1973-06-23,2026-06-15,N,49.0,1.0
0314-ZVPXV,2025-09-08,Paid,2026-09-08,Standard,Annual,,,13.17,360.0,19,0,Aarav,India,Delhi,Female,1982-07-28,2026-03-18,N,90.0,3.0
1448-TJWWY,2026-03-14,Refferal,2027-03-14,Basic,Annual,,,8.36,568.0,86,0,Sanjay,India,Punjab,Female,1999-07-15,2023-12-21,N,37.0,2.0
4522-FDEZP,2022-09-26,Paid,2023-09-26,Standard,Annual,,,12.72,1167.0,31,0,Kavya,India,Maharashtra,Male,2003-08-20,2026-01-28,Y,31.0,2.0
3533-LEOLU,2023-12-17,Organic,2024-12-16,Standard,Annual,2025-10-02,Service Quality,14.28,799.0,86,1,Arjun,India,West Bengal,Female,1983-04-19,2025-02-10,N,7.0,1.0
0235-YBKIS,2024-04-14,Paid,2024-05-14,Standard,Monthly,2025-06-24,Forgot To Cancel Trial,11.8,763.0,6,1,Amit,India,Telangana,Male,1976-08-22,2023-07-27,Y,45.0,1.0
6589-FMNMA,2025-06-20,Organic,2025-07-20,Premium,Monthly,2026-01-29,Not Enough Content,23.0,1553.0,47,1,Ananya,India,West Bengal,Male,1995-09-24,,,,
1800-NGOET,2025-06-08,Paid,2026-06-08,,Annual,,,16.71,383.0,82,0,Riya,India,Telangana,Male,1986-11-15,2024-09-07,N,24.0,2.0
1903-QVJDA,2021-07-18,Paid,2022-07-18,Basic,Annual,,,5.89,212.0,25,0,Vikram,India,Delhi,Female,1994-10-14,2025-05-16,Y,78.0,1.0
3620-DWZZX,2023-09-30,Paid,2023-10-30,Premium,Monthly,,,21.21,896.0,73,0,Ananya,India,Meghalaya,Female,2003-04-24,2023-08-12,N,93.0,3.0
5876-ILGVL,2022-05-21,Paid,2023-05-21,Basic,Annual,,,9.17,649.0,56,0,Rohan,India,Rajasthan,Female,1987-02-02,2025-03-24,Y,22.0,1.0
3865-RJJFB,2026-06-01,Refferal,2027-06-01,Basic,Annual,,,4.99,335.0,26,0,Karan,India,Meghalaya,Male,1996-08-20,,,,
0402-KZGQI,2026-02-21,Refferal,2027-02-21,Standard,Annual,2026-03-21,Poor Support,14.9,735.0,59,1,Sanjay,India,Nagaland,Male,1979-03-25,,,,
3043-EORJN,2022-03-02,Organic,2023-03-02,Standard,Annual,,,9.4,346.0,53,0,Rohan,India,Nagaland,Male,1987-04-09,,,,
4773-HROBM,2021-05-31,Refferal,2022-05-31,Standard,Annual,,,13.34,860.0,35,0,Ishita,India,West Bengal,Male,1973-11-28,2026-05-26,Y,49.0,2.0
3908-UHYPD,2022-06-09,Refferal,2023-06-09,Standard,Annual,,,10.56,1132.0,91,0,Ananya,India,Haryana,Male,1987-08-31,2023-07-30,N,22.0,1.0
4047-WGSUS,2023-10-25,Organic,2023-11-24,Standard,Monthly,2025-08-16,Poor Support,14.73,707.0,8,1,Rohan,India,Maharashtra,Male,1977-06-25,2024-04-03,N,49.0,2.0
0925-JJIWA,2024-07-24,Organic,2025-07-24,Standard,Annual,,,14.43,866.0,76,0,Nisha,Nepal,Kathmandu,Male,2007-11-16,2025-10-28,N,27.0,1.0
5400-ZWPZK,2026-06-04,Organic,2027-06-04,Basic,Annual,,,5.9,723.0,77,0,Priya,India,Meghalaya,Female,1990-02-28,,,,
6122-OBBXE,2025-04-11,Paid,2026-04-11,Basic,Annual,2025-12-22,Switched To Competitor,8.88,375.0,99,1,Ananya,India,Karnataka,Female,2010-02-19,2025-02-17,N,32.0,2.0
3563-QONZU,2025-06-11,Organic,2025-07-11,Standard,Monthly,2025-07-24,Service Quality,10.89,729.0,26,1,Kavya,India,Telangana,Female,1986-10-26,2025-01-23,Y,67.0,1.0
9418-RZPOV,2021-11-01,Paid,2022-11-01,Standard,Annual,2026-06-29,Too Expensive,13.97,621.0,34,1,Ananya,India,Rajasthan,Female,1970-05-23,2026-03-21,N,99.0,2.0
8690-BXRXS,2025-07-01,Refferal,2026-07-01,Standard,Annual,,,14.57,755.0,35,0,Amit,India,Delhi,Male,1977-09-06,2025-07-23,N,97.0,1.0
9270-HEFGF,2024-10-29,Refferal,2024-11-28,Premium,Monthly,,,23.02,913.0,12,0,Vikram,India,Gujarat,Female,1986-04-19,,,,
4429-FENUD,2024-01-26,Paid,2025-01-25,Standard,Annual,2024-03-01,Too Expensive,13.49,875.0,78,1,Karan,India,Meghalaya,Male,1977-07-14,2026-04-16,N,75.0,2.0
5124-RSCTA,2021-03-06,Paid,2022-03-06,Standard,,,,16.51,996.0,80,0,Sneha,India,Maharashtra,Male,1999-03-20,2024-08-07,Y,13.0,1.0
2387-IWEUZ,2025-04-20,Paid,2026-04-20,,Annual,,,4.99,460.0,90,0,Kavya,India,Gujarat,Female,2002-09-11,,,,
9599-HCFTF,2024-09-27,Organic,2024-10-27,Premium,Monthly,,,22.61,2093.0,15,0,Sneha,India,Rajasthan,Female,1977-05-11,2025-08-03,Y,54.0,2.0
6463-JTPPU,2025-10-26,Referral,2025-11-25,Standard,Monthly,2026-05-09,Too Expensive,12.51,638.0,20,1,Nisha,India,Karnataka,Male,1994-12-24,2023-07-25,N,66.0,1.0
9548-JNQVM,2026-03-02,Paid,2027-03-02,Premium,Annual,2026-05-19,Poor Streaming Quality,22.59,1536.0,61,1,Rohan,India,Rajasthan,Female,1975-11-01,2025-04-21,Y,34.0,2.0
3760-WYOCH,2022-03-22,Organic,2022-04-21,Standard,Monthly,,,13.13,1161.0,80,0,Neha,India,Meghalaya,Male,2004-03-06,2025-10-07,Y,100.0,2.0
4641-SRVAM,2024-11-08,Paid,2024-12-08,Premium,Monthly,2025-12-24,Poor Streaming Quality,20.04,1567.0,50,1,Riya,India,Gujarat,Male,2003-10-23,2025-10-08,N,35.0,2.0
7017-ZDWAF,2025-04-25,Paid,2025-05-25,Basic,Monthly,2026-07-26,Poor Support,7.05,,18,1,Vivaan,India,Delhi,Female,1993-09-11,,,,
8472-UZPQN,2023-03-16,Referral,2023-04-15,Basic,Monthly,2025-05-13,Forgot To Cancel Trial,6.29,20.0,70,1,Nisha,India,Tamil Nadu,Male,1984-11-06,,,,
5128-NHWJP,2023-07-01,Refferal,2023-07-31,Standard,Monthly,2023-08-24,Poor Support,13.68,990.0,7,1,Arjun,India,Meghalaya,Female,1994-08-11,2024-10-04,N,32.0,3.0
6699-NPBIL,2021-01-13,Organic,2022-01-13,Basic,Annual,,,6.53,410.0,26,0,Kavya,India,Maharashtra,Female,1981-06-29,2026-03-18,N,93.0,3.0
3956-XXSJB,2024-12-01,Refferal,2024-12-31,Premium,Monthly,,,21.33,1266.0,32,0,Vikram,India,Karnataka,Female,1995-09-25,2026-04-01,N,63.0,4.0
7556-WMVYO,2025-08-06,Organic,2025-09-05,Basic,Monthly,2026-04-12,Poor Support,6.71,449.0,70,1,Vivaan,India,Haryana,Male,2008-06-24,2026-04-16,Y,43.0,5.0
2114-ATODB,2021-07-22,Organic,2021-08-21,,Monthly,,,6.13,359.0,21,0,Vivaan,India,Gujarat,Male,2007-02-11,2026-01-13,N,70.0,3.0
9694-IIQJX,2021-03-01,Paid,2021-03-31,Standard,Monthly,2022-06-05,Forgot To Cancel Trial,13.44,918.0,88,1,Rohan,India,Haryana,Male,1990-08-21,2025-06-12,N,8.0,1.0
6816-JGWPX,2026-06-03,Refferal,2026-07-03,Standard,Monthly,,,11.37,1000.0,85,0,Neha,India,Nagaland,Female,1997-06-05,2024-12-02,N,14.0,4.0
3466-AXGVS,2026-06-06,Organic,2026-07-06,Standard,Monthly,,,16.62,1201.0,54,0,Nisha,India,Gujarat,Male,1981-06-08,,,,
2336-TCKJR,2025-12-06,Organic,2026-12-06,Basic,Annual,,,7.71,20.0,47,0,Karan,India,Rajasthan,Female,1992-10-30,2025-05-31,N,41.0,3.0
5355-PMTES,2021-05-10,Referral,2022-05-10,Basic,Annual,,,8.75,243.0,83,0,Amit,India,Telangana,Female,1974-04-06,,,,
0522-CSEUD,2024-02-16,Refferal,2024-03-17,Basic,Monthly,,,6.0,353.0,51,0,Rahul,Nepal,Kathmandu,Female,2006-07-28,2024-12-02,Y,27.0,2.0
1487-YEXJU,2022-08-28,Organic,2022-09-27,Standard,Monthly,2024-09-27,Poor Streaming Quality,18.08,778.0,46,1,Karan,India,Delhi,Female,1971-09-04,2025-02-06,N,36.0,1.0
9394-DIOWE,2023-06-04,Organic,2024-06-03,Basic,Annual,2025-05-25,Too Expensive,6.25,359.0,4,1,Ananya,India,Telangana,Male,1990-07-31,2023-05-27,N,11.0,3.0
1886-JFGDV,2023-02-07,Organic,2024-02-07,Premium,Annual,,,24.41,1903.0,52,0,Kavya,India,Nagaland,Female,2008-07-18,,,,
7971-DNQQZ,2023-12-19,Paid,2024-01-18,Basic,Monthly,2026-07-11,Forgot To Cancel Trial,9.69,157.0,18,1,Sanjay,India,Meghalaya,Female,1973-12-05,2026-05-30,Y,43.0,1.0
6420-RACQX,2022-12-08,Organic,2023-01-07,Standard,Monthly,2026-04-21,Poor Support,15.0,958.0,76,1,Vivaan,Nepal,Kathmandu,Male,1990-02-24,2026-01-21,N,77.0,1.0
4004-QFLTR,2026-02-18,,2027-02-18,Standard,Annual,,,15.58,994.0,34,0,Rahul,India,Delhi,Female,2006-08-22,2023-01-31,N,15.0,1.0
1163-WYMIN,2021-11-26,Paid,2022-11-26,Premium,Annual,,,24.06,1685.0,63,0,Meera,Nepal,Kathmandu,Male,1979-01-28,2024-04-24,N,98.0,2.0
8017-LABVU,2021-04-23,Paid,2021-05-23,Basic,Monthly,2026-01-15,Poor Streaming Quality,9.59,543.0,62,1,Ananya,India,Gujarat,Female,2001-05-02,2024-12-27,Y,46.0,2.0
7725-DEKGK,2024-06-30,Paid,2024-07-30,Basic,Monthly,2025-09-05,Poor Support,4.99,20.0,18,1,Neha,India,Kerala,Male,1988-01-30,2026-04-07,N,50.0,2.0
5594-HDKSQ,2021-10-25,Paid,2022-10-25,Standard,Annual,2026-03-08,Forgot To Cancel Trial,10.48,735.0,78,1,Arjun,India,Meghalaya,Male,1974-05-30,2025-04-23,N,14.0,2.0
3230-IPEVW,2026-02-08,Paid,2026-03-10,Standard,Monthly,,,11.51,1132.0,5,0,Aarav,India,Rajasthan,Male,2007-10-12,2023-11-14,N,45.0,2.0
0277-ZALRI,2023-10-25,Organic,2023-11-24,Standard,Monthly,2025-06-14,Poor Streaming Quality,11.52,920.0,69,1,Riya,India,Meghalaya,Male,1989-11-28,2023-01-14,N,7.0,1.0
2055-BSAMK,2021-07-20,Organic,2021-08-19,Standard,Monthly,,,14.94,883.0,37,0,Aarav,India,Karnataka,Female,1991-07-31,2025-07-03,N,79.0,1.0
9676-YVSOJ,2025-06-24,Organic,2026-06-24,Basic,Annual,,,7.92,645.0,52,0,Vivaan,India,Haryana,Male,1987-07-13,,,,
1686-ZKLDH,2021-04-17,Paid,2022-04-17,Premium,Annual,,,26.4,1322.0,80,0,Vikram,India,Kerala,Female,1998-01-05,2024-02-11,N,14.0,1.0
6354-LPFCX,2024-01-03,Organic,2024-02-02,Basic,Monthly,,,7.59,362.0,38,0,Riya,India,Nagaland,Female,1979-09-28,2026-06-30,N,33.0,2.0
4333-JHROK,2025-11-23,Organic,2025-12-23,Basic,Monthly,2025-12-01,Not Enough Content,8.44,331.0,39,1,Sneha,India,Haryana,Male,1975-12-21,2025-02-09,N,16.0,2.0
9309-XFQZM,2023-09-07,Organic,2023-10-07,Standard,Monthly,,,12.67,,10,0,Amit,Nepal,Kathmandu,Male,1993-11-07,,,,
0325-DRXDO,2022-07-31,Paid,2023-07-31,Standard,Annual,,,13.93,455.0,85,0,Rohan,India,Kerala,Female,1982-03-03,2024-02-25,Y,10.0,2.0
4980-HQWGB,2023-01-14,Refferal,2024-01-14,Standard,Annual,,,12.55,695.0,94,0,Neha,India,Maharashtra,Female,2010-04-14,2024-11-04,Y,51.0,2.0
3605-ISNAI,2022-12-22,Paid,2023-01-21,Standard,Monthly,,,10.17,650.0,54,0,Amit,India,Gujarat,Male,1995-10-17,2025-04-15,N,43.0,2.0
7356-MOGID,2025-11-25,Referral,2026-11-25,Standard,Annual,2026-07-25,Forgot To Cancel Trial,12.61,808.0,45,1,Pooja,India,Kerala,Female,1977-05-27,2023-04-12,N,83.0,1.0
0838-AQEOY,2022-05-07,Organic,2023-05-07,Premium,Annual,2022-04-22,Poor Support,25.33,1375.0,61,1,Sanjay,India,Maharashtra,Male,1978-08-14,2025-12-15,N,62.0,1.0
6978-ODMXJ,2023-09-14,,2023-10-14,Basic,Monthly,,,7.65,637.0,47,0,Ananya,India,Rajasthan,Female,1987-04-20,2026-01-03,Y,28.0,2.0
8265-SGDAH,2024-07-17,Paid,2024-08-16,Basic,Monthly,2026-04-05,Poor Support,5.96,260.0,41,1,Sneha,India,Tamil Nadu,Female,2004-07-17,2025-05-21,Y,78.0,2.0
3344-ROMSU,2022-01-08,Organic,2022-02-07,Premium,Monthly,,,21.03,1263.0,91,0,Neha,India,Meghalaya,Female,2007-02-04,,,,
7141-XJVKE,2024-02-17,Paid,2024-03-18,Basic,Monthly,,,5.3,415.0,78,0,Amit,India,Punjab,Female,1999-07-16,2023-09-18,N,69.0,2.0
1478-CYEVU,2024-01-28,Organic,2024-02-27,Standard,Monthly,2024-01-18,Service Quality,15.17,815.0,52,1,Vivaan,India,Karnataka,Male,1981-04-15,2025-03-14,N,36.0,1.0
4405-XXYMH,2022-09-02,Paid,2023-09-02,Standard,Annual,,,11.8,746.0,6,0,Nisha,India,Punjab,Female,1977-12-22,2026-01-01,Y,40.0,4.0
0460-VWNBV,2025-11-06,Organic,2026-11-06,Premium,Annual,,,21.35,1879.0,9,0,Rohan,India,Delhi,Male,1997-11-29,2025-01-31,N,54.0,1.0
2999-ORDBC,2022-01-13,Organic,2022-02-12,Basic,Monthly,,,7.32,123.0,2,0,Neha,India,Uttar Pradesh,Male,2003-01-19,2025-01-27,Y,21.0,1.0
9590-YLLKJ,2024-01-18,Organic,2025-01-17,Basic,Annual,,,8.37,382.0,18,0,Kavya,India,Maharashtra,Male,1972-10-30,,,,
5448-JQJQY,2023-07-15,Refferal,2024-07-14,Standard,Annual,,,11.29,718.0,1,0,Vivaan,India,Maharashtra,Male,1998-03-03,2026-05-19,N,100.0,2.0
2076-BNDGU,2021-12-10,Paid,2022-01-09,Premium,Monthly,,,19.32,1235.0,70,0,Aarav,India,Karnataka,Male,1982-05-25,2024-04-15,N,64.0,1.0
4192-OUDMA,2024-07-05,Referral,2024-08-04,Basic,Monthly,2025-09-09,Poor Support,7.91,591.0,47,1,Pooja,India,Nagaland,Male,2009-02-28,2026-04-26,Y,30.0,1.0
5003-FXGFA,2022-01-26,Organic,2023-01-26,Premium,Annual,,,24.94,1506.0,18,0,Arjun,India,Delhi,Female,1996-05-10,2026-01-06,Y,88.0,1.0
1353-FFTXW,2024-01-09,Paid,2025-01-08,Standard,Annual,2023-12-28,Poor Support,12.15,1110.0,48,1,Priya,India,West Bengal,Male,1992-11-09,,,,
9563-XLKQI,2021-09-30,Paid,2022-09-30,Premium,Annual,2026-08-21,Switched To Competitor,20.46,1349.0,73,1,Sanjay,India,Meghalaya,Female,1999-03-27,2023-03-21,N,76.0,1.0
6045-ZFUYN,2024-12-11,Paid,2025-12-11,Standard,Annual,2026-08-21,Not Enough Content,15.35,807.0,19,1,Rohan,India,Meghalaya,Male,2002-01-05,2026-05-11,N,94.0,3.0
3575-GEITN,2025-05-31,Paid,2025-06-30,Basic,Monthly,,,4.99,370.0,54,0,Karan,India,Maharashtra,Male,1974-05-29,2024-09-18,N,61.0,1.0
2233-OVAAY,2026-06-02,Refferal,2026-07-02,Premium,Monthly,,,22.84,1245.0,79,0,Ishita,India,Gujarat,Male,1999-08-19,2026-07-20,Y,51.0,2.0
7487-OXPNF,2024-09-22,,2025-09-22,Standard,Annual,,,12.81,830.0,28,0,Amit,India,Karnataka,Female,1972-03-22,2024-10-07,N,10.0,2.0
8110-THTSC,2025-11-25,Paid,2025-12-25,Basic,Monthly,,,7.2,262.0,88,0,Pooja,India,Karnataka,Male,1983-12-03,2025-09-28,N,59.0,2.0
1624-PQRJV,2026-05-26,Organic,2027-05-26,Basic,Annual,2026-07-07,Service Quality,6.36,361.0,24,1,Rohan,India,Tamil Nadu,Female,1984-05-13,2026-07-15,N,100.0,2.0
4469-FCWSL,2022-11-03,Organic,2022-12-03,Premium,Monthly,,,22.9,1704.0,99,0,Sneha,India,Nagaland,Male,1998-03-09,2025-11-10,N,46.0,1.0
2111-CDCNF,2022-09-17,Refferal,2022-10-17,Standard,Monthly,2025-06-24,Too Expensive,12.87,440.0,65,1,Meera,India,Rajasthan,Male,2002-06-18,2026-04-07,Y,100.0,1.0
1298-HSMDT,2021-06-26,Paid,2022-06-26,Basic,Annual,2025-01-30,Poor Support,11.99,296.0,30,1,Ishita,India,Meghalaya,Female,2000-04-20,,,,
4907-ERZOE,2025-03-14,Paid,2025-04-13,Basic,Monthly,,,8.17,874.0,29,0,Sanjay,India,Rajasthan,Male,1998-12-04,2024-10-03,N,36.0,1.0
3111-PZYYV,2025-02-22,Organic,2026-02-22,Basic,Annual,,,4.99,20.0,65,0,Nisha,India,Maharashtra,Male,1986-05-10,2026-05-08,N,79.0,3.0
5757-QTSQD,2025-01-07,Organic,2026-01-07,Basic,Annual,,,8.82,333.0,62,0,Kavya,India,Rajasthan,Male,1976-12-26,2024-09-30,N,40.0,1.0
8799-ALLZC,2025-03-27,Organic,2026-03-27,Basic,Annual,,,9.19,194.0,39,0,Ishita,India,West Bengal,Female,2010-07-03,2026-06-15,N,71.0,2.0
4770-JCFKX,2024-01-06,Referral,2024-02-05,Premium,Monthly,,,24.89,1613.0,10,0,Sanjay,India,Nagaland,Male,1984-12-21,2026-04-06,Y,50.0,5.0
3896-WTVWS,2022-10-10,Organic,2022-11-09,Basic,Monthly,2024-12-24,Forgot To Cancel Trial,5.02,411.0,16,1,Sneha,India,Karnataka,Male,2008-02-19,,,,
7339-ESBTR,2021-11-25,Paid,2022-11-25,Basic,Annual,,,7.2,545.0,18,0,Aarav,India,Gujarat,Female,1977-10-07,2025-09-22,N,52.0,2.0
7574-QJJPM,2026-07-28,Referral,2027-07-28,Premium,Annual,,,23.03,,62,0,Vivaan,India,Nagaland,Male,2000-10-31,,,,
3421-MNGQI,2022-10-15,Refferal,2022-11-14,Basic,Monthly,,,10.39,332.0,81,0,Ananya,India,Karnataka,Female,1994-08-20,2023-04-02,N,99.0,1.0
2694-KCPTY,2021-11-12,Refferal,2021-12-12,Standard,Monthly,2025-09-16,Not Enough Content,15.81,1004.0,43,1,Priya,India,Haryana,Male,1974-11-19,2024-02-11,N,60.0,1.0
2852-ONTQU,2024-03-04,Referral,2024-04-03,Standard,Monthly,,,15.34,594.0,46,0,Karan,India,Meghalaya,Male,1985-10-31,2026-01-16,Y,66.0,3.0
8509-CJQOM,2023-01-27,Paid,2024-01-27,Basic,Annual,,,7.38,336.0,97,0,Neha,India,Nagaland,Female,1986-01-28,2023-12-01,Y,52.0,1.0
1751-OTAPX,2026-08-07,Organic,2027-08-07,Premium,Annual,,,19.73,1967.0,34,0,Arjun,India,Delhi,Male,1992-02-17,2024-05-01,N,90.0,1.0
5746-YJARF,2022-07-17,Paid,2022-08-16,Standard,Monthly,,,15.03,428.0,56,0,Vivaan,India,Rajasthan,Female,2007-12-19,2023-07-23,Y,14.0,2.0
0120-EYUHP,2021-08-20,Organic,2021-09-19,Basic,Monthly,,,4.99,276.0,97,0,Rahul,India,Maharashtra,Female,1987-06-18,2026-06-01,Y,20.0,1.0
3408-EZVJJ,2026-04-07,Paid,2026-05-07,Basic,Monthly,2026-08-20,Not Enough Content,10.03,639.0,27,1,Rohan,India,Telangana,Female,1976-03-27,2026-03-29,N,80.0,3.0
8159-LJKLN,2023-08-28,Organic,2023-09-27,Standard,Monthly,2024-07-18,Forgot To Cancel Trial,14.68,504.0,86,1,Nisha,India,Uttar Pradesh,Female,1989-11-18,2025-03-24,Y,11.0,2.0
0423-MLHJL,2021-10-07,Paid,2021-11-06,Basic,Monthly,,,8.32,20.0,48,0,Amit,India,Kerala,Female,1991-09-12,,,,
3675-XNNGX,2024-04-15,Paid,2025-04-15,Premium,Annual,,,24.8,1496.0,16,0,Aarav,Nepal,Kathmandu,Female,1973-06-07,2026-03-25,N,87.0,1.0
0255-OETJH,2021-12-21,Paid,2022-12-21,Basic,Annual,,,4.99,388.0,35,0,Aditya,India,Gujarat,Male,1976-02-19,2023-08-04,N,78.0,1.0
0602-UKGVA,2021-06-11,Organic,2022-06-11,Basic,Annual,,,6.54,732.0,97,0,Vivaan,India,Rajasthan,Male,1987-02-16,2024-01-30,Y,84.0,2.0
4700-EDAEY,2022-06-25,Organic,2023-06-25,Basic,Annual,,,10.04,271.0,74,0,Nisha,India,Nagaland,Male,2003-07-25,2025-07-25,N,43.0,1.0
4468-ZGTCC,2022-10-30,Organic,2023-10-30,Standard,Annual,,,13.67,976.0,44,0,Karan,India,Punjab,Female,1990-10-18,2026-02-11,N,22.0,5.0
0187-XRTYI,2025-09-08,Organic,2026-09-08,Standard,Annual,2025-12-06,Poor Support,12.19,885.0,45,1,Kavya,India,Meghalaya,Male,1994-10-04,2025-08-10,N,16.0,3.0
7231-NORMA,2023-02-17,Paid,2024-02-17,Standard,Annual,,,14.8,1244.0,55,0,Karan,India,Maharashtra,Female,1989-06-30,,,,
0772-NOTOE,2021-08-24,Referral,2022-08-24,Standard,Annual,,,13.21,924.0,97,0,Nisha,India,Maharashtra,Female,1970-06-21,2025-04-13,N,49.0,2.0
3683-LZNQT,2024-07-05,Paid,2025-07-05,Standard,Annual,2024-07-23,Switched To Competitor,16.03,872.0,55,1,Nisha,India,Karnataka,Female,1992-12-09,2025-04-06,Y,67.0,2.0
3637-ZRWTQ,2024-08-09,Paid,2024-09-08,Basic,Monthly,,,6.09,269.0,5,0,Aditya,India,Uttar Pradesh,Male,1970-10-12,2024-06-12,N,78.0,2.0
0331-PDPSO,2022-02-14,Paid,2022-03-16,Standard,Monthly,,,15.31,1069.0,74,0,Kavya,India,Telangana,Male,1994-02-15,2024-07-11,N,41.0,1.0
3100-BRSMS,2024-06-05,Organic,2025-06-05,Standard,Annual,,,10.31,622.0,29,0,Sanjay,India,Uttar Pradesh,Male,1995-05-19,2024-04-21,N,72.0,1.0
7795-NBWMR,2025-04-15,Paid,2026-04-15,Premium,Annual,,,23.55,,47,0,Neha,India,Nagaland,Female,2005-03-28,2026-06-18,N,55.0,3.0
9110-JQAXB,2023-12-04,Paid,2024-12-03,Premium,,,,22.87,864.0,76,0,Nisha,India,Telangana,Male,2004-04-03,2026-03-12,N,11.0,2.0
5421-JAMYE,2025-11-03,Organic,2025-12-03,Standard,Monthly,,,15.81,740.0,68,0,Meera,India,Meghalaya,Female,1970-07-18,2025-12-08,N,59.0,1.0
2939-EDFOU,2024-10-26,Paid,2025-10-26,Standard,Annual,2025-07-20,Poor Support,17.88,987.0,66,1,Nisha,India,Haryana,Female,1999-05-14,,,,
6909-USJXE,2021-07-06,Organic,2022-07-06,Premium,Annual,,,22.48,1781.0,36,0,Meera,India,West Bengal,Female,1980-05-11,2023-05-23,N,94.0,1.0
7004-CTCFK,2024-09-17,Organic,2025-09-17,Basic,Annual,,,8.32,193.0,18,0,Aditya,India,Kerala,Female,1993-01-23,2026-04-04,N,85.0,3.0
6951-BGITY,2021-06-20,Paid,2021-07-20,Premium,Monthly,,,23.54,1552.0,94,0,Aarav,Nepal,Kathmandu,Female,1981-10-08,2025-11-27,Y,91.0,2.0
6150-NIVCD,2024-07-16,Organic,2024-08-15,Standard,Monthly,2025-09-04,Service Quality,14.31,938.0,65,1,Kavya,India,Nagaland,Female,1983-07-01,2025-08-21,N,47.0,4.0
2030-GMYQJ,2025-09-05,Referral,2025-10-05,Basic,Monthly,,,4.99,316.0,83,0,Nisha,India,Kerala,Male,1995-01-27,,,,
